pgpid,Nahray b. Nissim,Halfon b. Menashshe,Moses Maimonides,Efrayim b. Shemarya,Shelomo b. Yehuda,Shelomo b. Eliyahhu,Hillel b. Eli,Moshe b. Levi,Mevorakh b. Natan,Daniel b. Azarya
18578,False,False,False,False,False,False,False,False,False,False
18579,False,False,False,False,False,False,False,False,False,False
18581,False,False,False,False,False,False,False,False,False,False
18582,False,False,False,False,False,False,False,False,False,False
18585,False,False,False,False,False,False,False,False,False,False
18588,False,False,False,False,False,False,False,False,False,False
18589,False,False,False,False,False,False,False,False,False,False
18590,False,False,False,False,False,False,False,False,False,False
18596,False,False,False,False,False,False,False,False,False,False
18598,False,False,False,False,False,False,False,False,False,False
18599,False,False,False,False,False,False,False,False,False,False
18602,False,False,False,False,False,False,False,False,False,False
18603,False,False,False,False,False,False,False,False,False,False
18606,False,False,False,False,False,False,False,False,False,False
18611,False,False,False,False,False,False,False,False,False,False
18613,False,False,False,False,False,False,False,False,False,False
18614,False,False,False,False,False,False,False,False,False,False
18617,False,False,False,False,False,False,False,False,False,False
18618,False,False,False,False,False,False,False,False,False,False
18620,False,False,False,False,False,False,False,False,False,False
18622,False,False,False,False,False,False,False,False,False,False
18623,False,False,False,False,False,False,False,False,False,False
18626,False,False,False,False,False,False,False,False,False,False
18628,False,False,False,False,False,False,False,False,False,False
18629,False,False,False,False,False,False,False,False,False,False
18630,False,False,False,False,False,False,False,False,False,False
18631,False,False,False,False,False,False,False,False,False,False
18632,False,False,False,False,False,False,False,False,False,False
18633,False,False,False,False,False,False,False,False,False,False
18634,False,False,False,False,False,False,False,False,False,False
18635,False,False,False,False,False,False,False,False,False,False
18637,False,False,False,False,False,False,False,False,False,False
18642,False,False,False,False,False,False,False,False,False,False
18643,False,False,False,False,False,False,False,False,False,False
18644,False,False,False,False,False,False,False,False,False,False
18646,False,False,False,False,False,False,False,False,False,False
18647,False,False,False,False,False,False,False,False,False,False
18648,False,False,False,False,False,False,False,False,False,False
18652,False,False,False,False,False,False,False,False,False,False
18653,False,False,False,False,False,False,False,False,False,False
18654,False,False,False,False,False,False,False,False,False,False
18657,False,False,False,False,False,False,False,False,False,False
18663,False,False,False,False,False,False,False,False,False,False
18666,False,False,False,False,False,False,False,False,False,False
18668,False,False,False,False,False,False,False,False,False,False
18669,False,False,False,False,False,False,False,False,False,False
18677,False,False,False,False,False,False,False,False,False,False
18685,False,False,False,False,False,False,False,False,False,False
18691,False,False,False,False,False,False,False,False,False,False
18692,False,False,False,False,False,False,False,False,False,False
18693,False,False,False,False,False,False,False,False,False,False
18700,False,False,False,False,False,False,False,False,False,False
18703,False,False,False,False,False,False,False,False,False,False
18705,False,False,False,False,False,False,False,False,False,False
18707,False,False,False,False,False,False,False,False,False,False
18934,False,False,False,False,False,False,False,False,False,False
18935,False,False,False,False,False,False,False,False,False,False
18936,False,False,False,False,False,False,False,False,False,False
18940,False,False,False,False,False,False,False,False,False,False
18941,False,False,False,False,False,False,False,False,False,False
18944,False,False,False,False,False,False,False,False,False,False
18948,False,False,False,False,False,False,False,False,False,False
18951,False,False,False,False,False,False,False,False,False,False
18982,False,False,False,False,False,False,False,False,False,False
18989,False,False,False,False,False,False,False,False,False,False
18992,False,False,False,False,False,False,False,False,False,False
18995,False,False,False,False,False,False,False,False,False,False
19007,False,False,False,False,False,False,False,False,False,False
19008,False,False,False,False,False,False,False,False,False,False
19010,False,False,False,False,False,False,False,False,False,False
19016,False,False,False,False,False,False,False,False,False,False
19067,False,False,False,False,False,False,False,False,False,False
19088,False,False,False,False,False,False,False,False,False,False
19102,False,False,False,False,False,False,False,False,False,False
19105,False,False,False,False,False,False,False,False,False,False
19111,False,False,False,False,False,False,False,False,False,False
19124,False,False,False,False,False,False,False,False,False,False
19133,False,False,False,False,False,False,False,False,False,False
19135,False,False,False,False,False,False,False,False,False,False
19137,False,False,False,False,False,False,False,False,False,False
19138,False,False,False,False,False,False,False,False,False,False
19139,False,False,False,False,False,False,False,False,False,False
19140,False,False,False,False,False,False,False,False,False,False
19141,False,False,False,False,False,False,False,False,False,False
19142,False,False,False,False,False,False,False,False,False,False
19144,False,False,False,False,False,False,False,False,False,False
19146,False,False,False,False,False,False,False,False,False,False
19147,False,False,False,False,False,False,False,False,False,False
19161,False,False,False,False,False,False,False,False,False,False
19170,False,False,False,False,False,False,False,False,False,False
19172,False,False,False,False,False,False,False,False,False,False
19175,False,False,False,False,False,False,False,False,False,False
19177,False,False,False,False,False,False,False,False,False,False
19179,False,False,False,False,False,False,False,False,False,False
19191,False,False,False,False,False,False,False,False,False,False
19194,False,False,False,False,False,False,False,False,False,False
19198,False,False,False,False,False,False,False,False,False,False
19202,False,False,False,False,False,False,False,False,False,False
19203,False,False,False,False,False,False,False,False,True,False
19211,False,False,False,False,False,False,False,False,False,False
19213,False,False,False,False,False,False,False,False,False,False
19231,False,False,False,False,False,False,False,False,False,False
19233,False,False,False,False,False,False,False,False,False,False
19236,False,False,False,False,False,False,False,False,False,False
19276,False,False,False,False,False,False,False,False,False,False
19278,False,False,False,False,False,False,False,False,False,False
19286,False,False,False,False,False,False,False,False,False,False
19287,False,False,False,False,False,False,False,False,False,False
19293,False,False,False,False,False,False,False,False,False,False
19295,False,False,False,False,False,False,False,False,False,False
19296,False,False,False,False,False,False,False,False,False,False
19298,False,False,False,False,False,False,False,False,False,False
19299,False,False,False,False,False,False,False,False,False,False
19312,False,False,False,False,False,False,False,False,False,False
19319,False,False,False,False,False,False,False,False,False,False
19321,False,False,False,False,False,False,False,False,False,False
19367,False,False,False,False,False,False,False,False,False,False
19372,False,False,False,False,False,False,False,False,False,False
19373,False,False,False,False,False,False,False,False,False,False
19376,False,False,False,False,False,False,False,False,False,False
19378,False,False,False,False,False,False,False,False,False,False
19381,False,False,False,False,False,False,False,False,False,False
19385,False,False,False,False,False,False,False,False,False,False
19386,False,False,False,False,False,False,False,False,False,False
19389,False,False,False,False,False,False,False,False,False,False
19390,False,False,False,False,False,False,False,False,False,False
19394,False,False,False,False,False,False,False,False,False,False
19395,False,False,False,False,False,False,False,False,False,False
19397,False,False,False,False,False,False,False,False,False,False
19398,False,False,False,False,False,False,False,False,False,False
19402,False,False,False,False,False,False,False,False,False,False
19403,False,False,False,False,False,False,False,False,False,False
19409,False,False,False,False,False,False,False,False,False,False
19410,False,False,False,False,False,False,False,False,False,False
19411,False,False,False,False,False,False,False,False,False,False
19418,False,False,False,False,False,False,False,False,False,False
19424,False,False,False,False,False,False,False,False,False,False
19425,False,False,False,False,False,False,False,False,False,False
19426,False,False,False,False,False,False,False,False,False,False
19431,False,False,False,False,False,False,False,False,False,False
19432,False,False,False,False,False,False,False,False,False,False
19453,False,False,False,False,False,False,False,False,False,False
19459,False,False,False,False,False,False,False,False,False,False
19464,False,False,False,False,False,False,False,False,False,False
19475,False,False,False,False,False,False,False,False,False,False
19486,False,False,False,False,False,False,False,False,False,False
19492,False,False,False,False,False,False,False,False,False,False
19538,False,False,False,False,False,False,False,False,False,False
19539,False,False,False,False,False,False,False,False,False,False
19558,False,False,False,False,False,False,False,False,False,False
19572,False,False,False,False,False,False,False,False,False,False
19579,False,False,False,False,False,False,False,False,False,False
19600,False,False,False,False,False,False,False,False,True,False
19622,False,False,False,False,False,False,False,False,False,False
19623,False,False,False,False,False,False,False,False,False,False
19626,False,False,False,False,False,False,False,False,True,False
19628,False,False,False,False,False,False,False,False,False,False
19632,False,False,False,False,False,False,False,False,False,False
19634,False,False,False,False,False,False,False,False,False,False
19636,False,False,False,False,False,False,False,False,False,False
19640,False,False,False,False,False,False,False,False,False,False
19641,False,False,False,False,False,False,False,False,False,False
19643,False,False,False,False,False,False,False,False,False,False
19644,False,False,False,False,False,False,False,False,False,False
19647,False,False,False,False,False,False,False,False,False,False
19650,False,False,False,False,False,False,False,False,False,False
19651,False,False,False,False,False,False,False,False,False,False
19653,False,False,False,False,False,False,False,False,False,False
19654,False,False,False,False,False,False,False,False,False,False
19670,False,False,False,False,False,False,False,False,False,False
19699,False,False,False,False,False,False,False,False,False,False
19727,False,False,False,False,False,False,False,False,False,False
19730,False,False,False,False,False,False,False,False,False,False
19754,False,False,False,False,False,False,False,False,False,False
19755,False,False,False,False,False,False,False,False,False,False
19756,False,False,False,False,False,False,False,False,False,False
19789,False,False,False,False,False,False,False,False,False,False
19797,False,False,False,False,False,False,False,False,False,False
19798,False,False,False,False,False,False,False,False,False,False
19803,False,False,False,False,False,False,False,False,False,False
19851,False,False,False,False,False,False,False,False,False,False
19874,False,False,False,False,False,False,False,False,False,False
19902,False,False,False,False,False,False,False,False,False,False
19903,False,False,False,False,False,False,False,False,False,False
19912,False,False,False,False,False,False,False,False,False,False
19913,False,False,False,False,False,False,False,False,False,False
19983,False,False,False,False,False,False,False,False,False,False
19984,False,False,False,False,False,False,False,False,False,False
19985,False,False,False,False,False,False,False,False,False,False
19989,False,False,False,False,False,False,False,False,False,False
19991,False,False,False,False,False,False,False,False,False,False
19993,False,False,False,False,False,False,False,False,False,False
19994,False,False,False,False,False,False,False,False,False,False
20006,False,False,False,False,False,False,False,False,False,False
20008,False,False,False,False,False,False,False,False,False,False
20015,False,False,False,False,False,False,False,False,False,False
20018,False,False,False,False,False,False,False,False,False,False
20020,False,False,False,False,False,False,False,False,True,False
20021,False,False,False,False,False,False,False,False,False,False
20022,False,False,False,False,False,False,False,False,False,False
20024,False,False,False,False,False,False,False,False,False,False
20025,False,False,False,False,False,False,True,False,False,False
20026,False,False,False,False,False,False,False,False,False,False
20027,False,False,False,False,False,False,False,False,False,False
20028,False,False,False,False,False,False,False,False,False,False
20030,False,False,False,False,False,False,False,False,False,False
20032,False,False,False,False,False,False,False,False,False,False
20033,False,False,False,False,False,False,False,False,False,False
20034,False,False,False,False,False,False,False,False,False,False
20037,False,False,False,False,False,False,False,False,False,False
20038,False,False,False,False,False,False,False,False,False,False
20039,False,False,False,False,False,False,False,False,False,False
20040,False,False,False,False,False,False,False,False,False,False
20041,False,False,False,False,False,False,False,False,False,False
20042,False,False,False,False,False,False,False,False,False,False
20043,False,False,False,False,False,False,False,False,False,False
20044,False,False,False,False,False,False,False,False,False,False
20047,False,False,False,False,False,False,False,False,False,False
20049,False,False,False,False,False,False,False,False,False,False
20052,False,False,False,False,False,False,False,False,False,False
20055,False,False,False,False,False,False,False,False,False,False
20057,False,False,False,False,False,False,False,False,False,False
20058,False,False,False,False,False,False,False,False,False,False
20059,False,False,False,False,False,False,False,False,False,False
20060,False,False,False,False,False,False,False,False,True,False
20061,False,False,False,False,False,False,False,False,False,False
20063,False,False,False,False,False,False,False,False,False,False
20064,False,False,False,False,False,False,True,False,False,False
20065,False,False,False,False,False,False,False,False,False,False
20066,False,False,False,False,False,False,False,False,False,False
20068,False,False,False,False,False,False,False,False,False,False
20070,False,False,False,False,False,False,False,False,False,False
20075,False,False,False,False,False,False,False,False,False,False
20076,False,False,False,False,False,False,False,False,False,False
20077,False,False,False,False,False,False,False,False,False,False
20084,False,False,False,False,False,False,False,False,False,False
20085,False,False,False,False,False,False,False,False,False,False
20091,False,False,False,False,False,False,False,False,False,False
20095,False,False,False,False,False,False,False,False,False,False
20097,False,False,False,False,False,False,False,False,False,False
20099,False,False,False,False,False,False,False,False,False,False
20101,False,False,False,False,False,False,False,False,False,False
20108,False,False,False,False,False,False,False,False,False,False
20110,False,False,False,False,False,False,False,False,False,False
20126,False,False,False,False,False,False,False,False,False,False
20216,False,False,False,False,False,False,False,False,False,False
20301,False,False,False,False,False,False,False,False,False,False
20327,False,False,False,False,False,False,False,False,False,False
20493,False,False,False,False,False,False,False,False,False,False
20499,False,False,False,False,False,False,False,False,False,False
20517,False,False,False,False,False,False,False,False,False,False
20547,False,False,False,False,False,False,False,False,False,False
20618,False,False,False,False,False,False,False,False,False,False
20622,False,False,False,False,False,False,False,False,False,False
20671,False,False,False,False,False,False,False,False,False,False
20680,False,False,False,False,False,False,False,False,False,False
20700,False,False,False,False,False,False,False,False,False,False
20747,False,False,False,False,False,False,False,False,False,False
20752,False,False,False,False,False,False,False,False,False,False
20753,False,False,False,False,False,False,False,False,False,False
20862,False,False,False,False,False,False,False,False,False,False
20874,False,False,False,False,False,False,False,False,False,False
20968,False,False,False,False,False,False,False,False,False,False
20987,False,False,False,False,False,False,False,False,False,False
21021,False,False,False,False,False,False,False,False,False,False
21039,False,False,False,False,False,False,False,False,False,False
21056,False,False,False,False,False,False,False,False,False,False
21087,False,False,False,False,False,False,False,False,False,False
21090,False,False,False,False,False,False,False,False,False,False
21092,False,False,False,False,False,False,False,False,False,False
21127,False,False,False,False,False,False,False,False,False,False
21144,False,False,False,False,False,False,False,False,False,False
21147,False,False,False,False,False,False,False,False,False,False
21161,False,False,False,False,False,False,False,False,False,False
21162,False,False,False,False,False,False,False,False,False,False
21164,False,False,False,False,False,False,False,False,False,False
21184,False,False,False,False,False,False,False,False,False,False
21187,False,False,False,False,False,False,False,False,False,False
21188,False,False,False,False,False,False,False,False,False,False
21207,False,False,False,False,False,False,False,False,False,False
21221,False,False,False,False,False,False,False,False,False,False
21222,False,False,False,False,False,False,False,False,False,False
21228,False,False,False,False,False,False,False,False,False,False
21234,False,False,False,False,False,False,False,False,False,False
21235,False,False,False,False,False,False,False,False,False,False
21236,False,False,False,False,False,False,False,False,False,False
21239,False,False,False,False,False,False,False,False,False,False
21240,False,False,False,False,False,False,False,False,False,False
21250,False,False,False,False,False,False,False,False,False,False
21254,False,False,False,False,False,False,False,False,False,False
21255,False,False,False,False,False,False,False,False,False,False
21261,False,False,False,False,False,False,False,False,False,False
21282,False,False,False,False,False,False,False,False,False,False
21312,False,False,False,False,False,False,False,False,False,False
21328,False,False,False,False,False,False,False,False,False,False
21338,False,False,False,False,False,False,False,False,False,False
21339,False,False,False,False,False,False,False,False,False,False
21343,False,False,False,False,False,False,False,False,False,False
21346,False,False,False,False,False,False,False,False,False,False
21347,False,False,False,False,False,False,True,False,False,False
21354,False,False,False,False,False,False,False,False,False,False
21355,False,False,False,False,False,False,False,False,False,False
21362,False,False,False,False,False,False,False,False,False,False
21366,False,False,False,False,False,False,True,False,False,False
21386,False,False,False,False,False,False,False,False,False,False
21393,False,False,False,False,False,False,False,False,False,False
21406,False,False,False,False,False,False,False,False,False,False
21410,False,False,False,True,False,False,False,False,False,False
21444,False,False,False,False,False,False,False,False,False,False
21445,False,False,False,False,False,False,False,False,False,False
21449,False,False,False,False,False,False,False,False,False,False
21459,False,False,False,False,False,False,False,False,False,False
21461,False,False,False,False,False,False,False,False,False,False
21479,False,False,False,False,False,False,False,False,False,False
21486,False,False,False,False,False,False,False,False,False,False
21487,False,False,False,False,False,False,False,False,False,False
21492,False,False,False,False,False,False,False,False,False,False
21508,False,False,False,False,False,False,False,False,False,False
21516,False,False,False,False,False,False,False,False,False,False
21518,False,False,False,False,False,False,False,False,False,False
21529,False,False,False,True,False,False,False,False,False,False
21530,False,False,False,False,False,False,True,False,False,False
21702,False,False,False,False,False,False,False,False,False,False
21731,False,False,False,False,False,False,False,False,False,False
21865,False,False,False,False,False,False,False,False,False,False
21898,False,False,False,False,False,False,False,False,False,False
21904,False,False,False,False,False,False,False,False,False,False
22014,False,False,False,False,False,False,False,False,False,False
22456,False,False,False,False,False,False,False,False,False,False
22466,False,False,False,False,False,False,False,False,False,False
22790,False,False,False,False,False,False,False,False,False,False
23028,False,False,False,False,False,False,False,False,False,False
23032,False,False,False,False,False,False,False,False,False,False
23131,False,False,False,False,False,False,False,False,False,False
23164,False,False,False,False,False,False,False,False,False,False
23168,False,False,False,False,False,False,False,False,False,False
23208,False,False,False,False,False,False,False,False,False,False
23261,False,False,False,False,False,False,False,False,False,False
23265,False,False,False,False,False,False,False,False,False,False
23285,False,False,False,False,False,False,False,False,False,False
23294,False,False,False,False,False,False,False,False,False,False
23312,False,False,False,False,False,False,False,False,False,False
23315,False,False,False,False,False,False,False,False,False,False
23322,False,False,False,False,False,False,False,False,False,False
23333,False,False,False,False,False,False,False,False,False,False
23348,False,False,False,False,False,False,False,False,False,False
23357,False,False,False,False,False,False,False,False,False,False
23384,False,False,False,False,False,False,False,False,False,False
23387,False,False,False,False,False,False,False,False,False,False
23392,False,False,False,False,False,False,False,False,False,False
23398,False,False,False,True,False,False,False,False,False,False
23416,False,False,False,False,False,False,False,False,False,False
23429,False,False,False,False,False,False,False,False,False,False
23430,False,False,False,False,False,False,False,False,False,False
23431,False,False,False,False,False,False,False,False,False,False
23446,False,False,False,False,False,False,False,False,False,False
23449,False,False,False,False,False,False,False,False,False,False
23457,False,False,False,False,False,False,False,False,False,False
23515,False,False,False,False,False,False,False,False,False,False
23893,False,False,False,False,False,False,False,False,False,False
23943,False,False,False,False,False,False,False,False,False,False
23967,False,False,False,False,False,False,False,False,False,False
23972,False,False,False,False,False,False,False,False,False,False
24346,False,False,False,False,False,False,False,False,False,False
24416,False,False,False,False,False,False,False,False,False,False
24417,False,True,False,False,False,False,False,False,False,False
24480,False,False,False,False,False,False,False,False,False,False
24501,True,False,False,False,False,False,False,False,False,False
24512,False,False,False,False,False,False,False,False,False,False
24540,False,False,False,False,False,False,False,False,False,False
24550,False,False,False,False,False,False,False,False,False,False
24560,False,False,False,False,False,False,False,False,False,False
24564,False,False,False,False,False,False,False,False,False,False
24796,False,False,False,False,False,False,False,False,False,False
24884,False,False,False,False,False,False,False,False,False,False
24897,False,False,False,False,False,False,False,False,False,False
25202,False,False,False,False,False,False,False,False,False,False
25278,False,False,False,False,False,False,False,False,False,False
25368,False,False,False,False,False,False,False,False,False,False
25413,False,False,False,False,False,False,False,False,False,False
25422,False,False,False,False,False,False,False,False,False,False
25430,False,False,False,False,False,False,False,False,False,False
25598,False,False,False,False,False,False,False,False,False,False
25607,False,False,False,False,False,False,False,False,False,False
25654,False,False,False,False,False,False,False,False,False,False
25711,False,False,False,False,False,False,False,False,False,False
25728,False,False,False,False,False,False,False,False,False,False
25821,False,False,False,False,False,False,False,False,False,False
25920,False,False,False,False,False,False,False,False,False,False
25967,False,False,False,False,False,False,False,False,False,False
25969,False,False,False,False,False,False,False,False,False,False
25971,False,False,False,False,False,False,False,False,False,False
25978,False,False,False,False,False,False,False,False,False,False
25989,False,False,False,False,False,False,False,False,False,False
26027,False,False,False,False,False,False,False,False,False,False
26128,False,False,False,False,False,False,False,False,False,False
26197,False,False,False,False,False,False,False,False,False,False
26231,False,False,False,False,False,False,False,False,False,False
26252,False,False,False,False,False,False,False,False,False,False
26266,False,False,False,False,False,False,False,False,False,False
26287,False,False,False,False,False,False,False,False,False,False
26295,False,False,False,False,False,False,False,False,False,False
26310,False,False,False,False,False,False,False,False,False,False
26313,False,False,False,False,False,False,False,False,False,False
26334,False,False,False,False,False,False,False,False,False,False
26388,False,False,False,False,False,False,False,False,False,False
26391,False,False,False,False,False,False,False,False,False,False
26405,False,False,False,False,False,False,False,False,False,False
26421,False,False,False,False,False,False,False,False,False,False
26433,False,False,False,False,False,False,False,False,False,False
26438,False,False,False,False,False,False,False,False,False,False
26446,False,False,False,False,False,False,False,False,False,False
26455,False,False,False,False,False,False,False,False,False,False
26485,False,False,False,False,False,False,False,False,False,False
26502,False,False,False,False,False,False,False,False,False,False
26509,False,False,False,False,False,False,False,False,False,False
26510,False,False,False,False,False,False,False,False,False,False
26516,False,False,False,False,False,False,False,False,False,False
26520,False,False,False,False,False,False,False,False,False,False
26532,False,False,False,False,False,False,False,False,False,False
26539,False,False,False,False,False,False,False,False,False,False
26554,False,False,False,False,False,False,False,False,False,False
26557,False,False,False,False,False,False,False,False,False,False
26565,False,False,False,False,False,False,False,False,False,False
26586,False,False,False,False,False,False,False,False,False,False
26646,False,False,False,False,False,False,False,False,False,False
26668,False,False,False,False,False,False,False,False,False,False
26675,False,False,False,False,False,False,False,False,False,False
26677,False,False,False,False,False,False,False,False,False,False
26772,False,False,False,False,False,False,False,False,False,False
26774,False,False,False,False,False,False,False,False,False,False
26797,False,False,False,False,False,False,False,False,True,False
26971,False,False,False,False,False,False,False,False,False,False
26997,False,False,False,False,False,False,False,False,False,False
26998,False,False,False,False,False,False,False,False,False,False
27012,False,False,False,False,False,False,False,False,False,False
27014,False,False,False,False,False,False,False,False,False,False
27015,False,False,False,False,False,False,False,False,False,False
27084,False,False,False,False,False,False,False,False,False,False
27086,False,False,False,False,False,False,False,False,False,False
27103,False,False,False,False,False,False,False,False,False,False
27105,False,False,False,False,False,False,False,False,False,False
27106,False,False,False,False,False,False,False,False,False,False
27108,False,False,False,False,False,False,False,False,False,False
27114,False,False,False,False,False,False,False,False,False,False
27120,False,False,False,False,False,False,False,False,False,False
27123,False,False,False,False,False,False,False,False,False,False
27124,False,False,False,False,False,False,False,False,False,False
27131,False,False,False,False,False,False,False,False,False,False
27135,False,False,False,False,False,False,False,False,False,False
27137,False,False,False,False,False,False,False,False,False,False
27140,False,False,False,False,False,False,False,False,False,False
27143,False,False,False,False,False,False,False,False,False,False
27145,False,False,False,False,False,False,False,False,False,False
27146,False,False,False,False,False,False,False,False,False,False
27149,False,False,False,False,False,False,False,False,False,False
27152,False,False,False,False,False,False,False,False,False,False
27167,False,False,False,False,False,False,False,False,False,False
27281,False,False,False,False,False,False,False,False,False,False
27438,False,False,False,False,False,False,False,False,False,False
27445,False,False,False,False,False,False,False,False,False,False
27449,False,False,False,False,False,False,False,False,False,False
27456,False,False,False,False,False,False,False,False,False,False
27457,False,False,False,False,False,False,False,False,False,False
27501,False,False,False,False,False,False,False,False,False,False
27502,False,False,False,False,False,False,False,False,False,False
27503,False,False,False,False,False,False,False,False,False,False
27504,False,False,False,False,False,False,False,False,False,False
27506,False,False,False,False,False,False,False,False,False,False
27518,False,False,False,False,False,False,False,False,False,False
27519,False,False,False,False,False,False,False,False,False,False
27520,False,False,False,False,False,False,False,False,False,False
27521,False,False,False,False,False,False,False,False,False,False
27522,False,False,False,False,False,False,False,False,False,False
27523,False,False,False,False,False,False,False,False,False,False
27524,False,False,False,False,False,False,False,False,False,False
27525,False,False,False,False,False,False,False,False,False,False
27750,False,False,False,False,False,False,False,False,False,False
27770,False,False,False,False,False,False,False,False,False,False
27771,False,False,False,False,False,False,False,False,False,False
27773,False,False,False,False,False,False,False,False,False,False
27821,False,False,False,False,False,False,False,False,False,False
27827,False,False,False,False,False,False,False,False,False,False
27833,False,False,False,False,False,False,False,False,False,False
27835,False,False,False,False,False,False,False,False,False,False
27837,False,False,False,False,False,False,False,False,False,False
27843,False,False,False,False,False,False,False,False,False,False
27844,False,False,False,False,False,False,False,False,False,False
27849,False,False,False,False,False,False,False,False,False,False
27877,False,False,False,False,False,False,False,False,False,False
27892,False,False,False,False,False,False,False,False,False,False
27903,False,False,False,False,False,False,False,False,False,False
27904,False,False,False,False,False,False,False,False,False,False
27905,False,False,False,False,False,False,False,False,False,False
27907,False,False,False,False,False,False,False,False,False,False
27908,False,False,False,False,False,False,False,False,False,False
27910,False,False,False,False,False,False,False,False,False,False
27911,False,False,False,False,False,False,False,False,False,False
27913,False,False,False,False,False,False,False,False,False,False
27914,False,False,False,False,False,False,False,False,False,False
27915,False,False,False,False,False,False,False,False,False,False
27916,False,False,False,False,False,False,False,False,False,False
27918,False,False,False,False,False,False,False,False,False,False
27922,False,False,False,False,False,False,False,False,False,False
27924,False,False,False,False,False,False,False,False,False,False
27925,False,False,False,False,False,False,False,False,False,False
27943,False,False,False,False,False,False,False,False,False,False
27944,False,False,False,False,False,False,False,False,False,False
27947,False,False,False,False,False,False,False,False,False,False
28010,False,False,False,False,False,False,False,False,False,False
28011,False,False,False,False,False,False,False,False,False,False
28036,False,False,False,False,False,False,False,False,False,False
28049,False,False,False,False,False,False,False,False,False,False
28050,False,False,False,False,False,False,False,False,False,False
28051,False,False,False,False,False,False,False,False,False,False
28058,False,False,False,False,False,False,False,False,False,False
28059,False,False,False,False,False,False,False,False,False,False
28095,False,False,False,False,False,False,False,False,False,False
28101,False,False,False,False,False,False,False,False,False,False
28103,False,False,False,False,False,False,False,False,False,False
28105,False,False,False,False,False,False,False,False,False,False
28106,False,False,False,False,False,False,False,False,False,False
28146,False,False,False,False,False,False,False,False,False,False
28161,False,False,False,False,False,False,False,False,False,False
28188,False,False,False,False,False,False,False,False,False,False
28189,False,False,False,False,False,False,False,False,False,False
28192,False,False,False,False,False,False,False,False,False,False
28223,False,False,False,False,False,False,False,False,False,False
28280,False,False,False,False,False,False,False,False,False,False
28294,False,False,False,False,False,False,False,False,False,False
28321,False,False,False,False,False,False,False,False,False,False
28356,False,False,False,False,False,False,False,False,False,False
28364,False,False,False,False,False,False,False,False,False,False
28375,False,False,False,False,False,False,False,False,False,False
28382,False,False,False,False,False,False,False,False,False,False
28402,False,False,False,False,False,False,False,False,False,False
28413,False,False,False,False,False,False,False,False,False,False
28487,False,False,False,False,False,False,False,False,False,False
28497,False,False,False,False,False,False,False,False,False,False
28521,False,False,False,False,False,False,False,False,False,False
28563,False,False,False,False,False,False,False,False,False,False
28640,False,False,False,False,False,False,False,False,False,False
28656,False,False,False,False,False,False,False,False,False,False
28679,False,False,False,False,False,False,False,False,False,False
28754,False,False,False,False,False,False,False,False,False,False
28783,False,False,False,False,False,False,False,False,False,False
28784,False,False,False,False,False,False,False,False,False,False
28848,False,False,False,False,False,False,False,False,False,False
28850,False,False,False,False,False,False,False,False,False,False
28851,False,False,False,False,False,False,False,False,False,False
28864,False,False,False,False,False,False,False,False,False,False
28888,False,False,False,False,False,False,False,False,False,False
28896,False,False,False,False,False,False,False,False,False,False
28898,False,False,False,False,False,False,False,False,False,False
28923,False,False,False,False,False,False,False,False,False,False
28948,False,False,False,False,False,False,False,False,False,False
28990,False,False,False,False,False,False,False,False,False,False
28991,False,False,False,False,False,False,False,False,False,False
29004,False,False,False,False,False,False,False,False,False,False
29011,False,False,False,False,False,False,False,False,False,False
29015,False,False,False,False,False,False,False,False,False,False
29021,False,False,False,False,False,False,False,False,False,False
29022,False,False,False,True,False,False,False,False,False,False
29044,False,False,False,False,False,False,False,False,False,False
29171,False,False,False,False,False,False,False,False,False,False
29325,False,False,False,False,False,False,False,False,False,False
29326,False,False,False,False,False,False,False,False,False,False
29333,False,False,False,False,False,False,False,False,False,False
29350,False,False,False,False,False,False,False,False,False,False
29446,False,False,False,False,False,False,False,False,False,False
29668,False,False,False,False,False,False,False,False,False,False
29722,False,False,False,False,False,False,False,False,False,False
29725,False,False,False,False,False,False,False,False,False,False
29758,False,False,False,False,False,False,False,False,False,False
29830,False,False,False,False,False,False,False,False,False,False
29866,False,False,False,False,False,False,False,False,False,False
29887,False,False,False,False,False,False,False,False,False,False
29968,False,False,False,False,False,False,False,False,False,False
30059,False,False,False,True,False,False,False,False,False,False
30117,True,False,False,False,False,False,False,False,False,False
30134,False,False,False,False,False,False,False,False,False,False
30147,False,False,False,False,False,False,False,False,False,False
30149,False,False,False,False,False,False,False,False,False,False
30152,False,False,False,False,False,False,False,False,False,False
30153,False,False,False,False,False,False,False,False,False,False
30156,False,False,False,False,False,False,False,False,False,False
30157,False,False,False,False,False,False,False,False,False,False
30162,False,False,False,False,False,False,False,False,False,False
30202,False,False,False,False,False,False,False,False,False,False
30204,False,False,False,False,False,False,False,False,False,False
30216,False,False,False,False,False,False,False,False,False,False
30279,False,False,False,False,False,False,False,False,False,False
30291,False,False,False,False,False,False,False,False,False,False
30503,False,False,False,False,False,False,False,False,False,False
30504,False,False,False,False,False,False,False,False,False,False
30506,False,False,False,False,False,False,False,False,False,False
30508,False,False,False,False,False,False,False,False,False,False
30510,False,False,False,False,False,False,False,False,False,False
30514,False,False,False,False,False,False,False,False,False,False
30525,False,False,False,False,False,False,False,False,False,False
30526,False,False,False,False,False,False,False,False,False,False
30531,False,False,False,False,False,False,False,False,False,False
30532,False,False,False,False,False,False,False,False,False,False
